timeStep    from platoon        to platoon          comment             
28.31      CACC10               -                    Merge_Reject        
28.41      CACC10               CACC9                Merge_Request       
28.41      CACC10               -                    Merge_Reject        
28.51      CACC10               CACC9                Merge_Request       
28.51      CACC10               -                    Merge_Reject        
28.61      CACC10               CACC9                Merge_Request       
28.61      CACC10               -                    Merge_Reject        

28.63      CACC9                -                    Merge_End           

28.71      CACC10               CACC1                Merge_Request       
28.71      CACC10               -                    Merge_Start         
33.21      CACC10               -                    Merge_End           

73.00      CACC7                CACC1                FLeave_Request      
73.00      CACC7                -                    MFLeave_Start       

73.01      CACC8                -                    Split_Start         
83.01      CACC8                -                    Split_End           
83.01      CACC8                CACC1                Merge_Request       

83.02      CACC7                -                    Split_Start         

84.01      CACC8                CACC1                Merge_Request       
84.02      CACC8                -                    Merge_Reject        
84.11      CACC8                CACC7                Merge_Request       
85.11      CACC8                CACC7                Merge_Request       
86.11      CACC8                CACC7                Merge_Request       
87.21      CACC8                CACC7                Merge_Request       
88.21      CACC8                CACC7                Merge_Request       
89.21      CACC8                CACC7                Merge_Request       
90.31      CACC8                CACC7                Merge_Request       
91.31      CACC8                CACC7                Merge_Request       
92.31      CACC8                CACC7                Merge_Request       

93.03      CACC7                -                    Split_End           

93.31      CACC8                CACC7                Merge_Request       
93.32      CACC8                -                    Merge_Reject        
93.41      CACC8                CACC7                Merge_Request       
93.42      CACC8                -                    Merge_Reject        

93.50      CACC7                -                    FLeave_End          

93.65      CACC8                CACC1                Merge_Request       
93.65      CACC8                -                    Merge_Start         
114.65     CACC8                -                    Merge_End           

118.00     CACC5                CACC1                FLeave_Request      
118.00     CACC5                -                    MFLeave_Start       

118.00     CACC6                -                    Split_Start         
128.01     CACC6                -                    Split_End           

128.01     CACC5                -                    Split_Start         

128.10     CACC6                CACC5                Merge_Request       
129.10     CACC6                CACC5                Merge_Request       
130.10     CACC6                CACC5                Merge_Request       
131.10     CACC6                CACC5                Merge_Request       
132.10     CACC6                CACC5                Merge_Request       
133.10     CACC6                CACC5                Merge_Request       
134.20     CACC6                CACC5                Merge_Request       
135.20     CACC6                CACC5                Merge_Request       
136.20     CACC6                CACC5                Merge_Request       
137.30     CACC6                CACC5                Merge_Request       

138.01     CACC5                -                    Split_End           

138.30     CACC6                CACC5                Merge_Request       
138.30     CACC6                -                    Merge_Reject        
138.40     CACC6                CACC5                Merge_Request       
138.40     CACC6                -                    Merge_Reject        

138.50     CACC5                -                    FLeave_End          

138.64     CACC6                CACC1                Merge_Request       
138.64     CACC6                -                    Merge_Start         
159.64     CACC6                -                    Merge_End           
