timeStep    from platoon        to platoon          comment             
15.33      CACC4                CACC3                Merge_Request       
15.33      CACC4                -                    Merge_Reject        
15.43      CACC4                CACC3                Merge_Request       
15.43      CACC4                -                    Merge_Reject        
15.53      CACC4                CACC3                Merge_Request       
15.53      CACC4                -                    Merge_Reject        
15.63      CACC4                CACC3                Merge_Request       
15.63      CACC4                -                    Merge_Reject        

15.72      CACC5                CACC4                Merge_Request       
15.72      CACC5                -                    Merge_Start         

18.11      CACC3                -                    Merge_End           

18.24      CACC6                CACC5                Merge_Request       
18.25      CACC6                -                    Merge_Reject        
18.34      CACC6                CACC5                Merge_Request       
18.35      CACC6                -                    Merge_Reject        
18.44      CACC6                CACC5                Merge_Request       
18.45      CACC6                -                    Merge_Reject        
18.54      CACC6                CACC5                Merge_Request       
18.55      CACC6                -                    Merge_Reject        
18.64      CACC6                CACC5                Merge_Request       
18.65      CACC6                -                    Merge_Reject        

18.72      CACC5                -                    Merge_End           

18.73      CACC4                CACC1                Merge_Request       
18.73      CACC4                -                    Merge_Start         

18.74      CACC6                CACC4                Merge_Request       
18.75      CACC6                -                    Merge_Reject        
18.84      CACC6                CACC4                Merge_Request       
18.85      CACC6                -                    Merge_Reject        
18.94      CACC6                CACC4                Merge_Request       
18.95      CACC6                -                    Merge_Reject        
19.04      CACC6                CACC4                Merge_Request       
19.05      CACC6                -                    Merge_Reject        
19.14      CACC6                CACC4                Merge_Request       
19.15      CACC6                -                    Merge_Reject        
19.24      CACC6                CACC4                Merge_Request       
19.25      CACC6                -                    Merge_Reject        
19.34      CACC6                CACC4                Merge_Request       
19.35      CACC6                -                    Merge_Reject        
19.44      CACC6                CACC4                Merge_Request       
19.45      CACC6                -                    Merge_Reject        
19.54      CACC6                CACC4                Merge_Request       
19.55      CACC6                -                    Merge_Reject        
19.64      CACC6                CACC4                Merge_Request       
19.65      CACC6                -                    Merge_Reject        
19.74      CACC6                CACC4                Merge_Request       
19.75      CACC6                -                    Merge_Reject        
19.84      CACC6                CACC4                Merge_Request       
19.85      CACC6                -                    Merge_Reject        
19.94      CACC6                CACC4                Merge_Request       
19.95      CACC6                -                    Merge_Reject        
20.04      CACC6                CACC4                Merge_Request       
20.05      CACC6                -                    Merge_Reject        
20.14      CACC6                CACC4                Merge_Request       
20.15      CACC6                -                    Merge_Reject        
20.24      CACC6                CACC4                Merge_Request       
20.25      CACC6                -                    Merge_Reject        
20.34      CACC6                CACC4                Merge_Request       
20.35      CACC6                -                    Merge_Reject        
20.44      CACC6                CACC4                Merge_Request       
20.45      CACC6                -                    Merge_Reject        
20.54      CACC6                CACC4                Merge_Request       
20.55      CACC6                -                    Merge_Reject        
20.64      CACC6                CACC4                Merge_Request       
20.65      CACC6                -                    Merge_Reject        

20.73      CACC7                CACC6                Merge_Request       
20.73      CACC7                -                    Merge_Start         

23.25      CACC8                CACC7                Merge_Request       
23.25      CACC8                -                    Merge_Reject        
23.35      CACC8                CACC7                Merge_Request       
23.35      CACC8                -                    Merge_Reject        
23.45      CACC8                CACC7                Merge_Request       
23.45      CACC8                -                    Merge_Reject        
23.55      CACC8                CACC7                Merge_Request       
23.55      CACC8                -                    Merge_Reject        
23.65      CACC8                CACC7                Merge_Request       
23.65      CACC8                -                    Merge_Reject        

23.73      CACC7                -                    Merge_End           

23.74      CACC6                CACC4                Merge_Request       
23.75      CACC6                -                    Merge_Reject        

23.75      CACC8                CACC6                Merge_Request       
23.75      CACC8                -                    Merge_Start         

25.73      CACC9                CACC8                Merge_Request       
25.74      CACC9                -                    Merge_Reject        
25.83      CACC9                CACC8                Merge_Request       
25.84      CACC9                -                    Merge_Reject        
25.93      CACC9                CACC8                Merge_Request       
25.94      CACC9                -                    Merge_Reject        
26.03      CACC9                CACC8                Merge_Request       
26.04      CACC9                -                    Merge_Reject        
26.13      CACC9                CACC8                Merge_Request       
26.14      CACC9                -                    Merge_Reject        

26.14      CACC4                -                    Merge_End           

26.23      CACC9                CACC8                Merge_Request       
26.24      CACC9                -                    Merge_Reject        
26.33      CACC9                CACC8                Merge_Request       
26.34      CACC9                -                    Merge_Reject        
26.43      CACC9                CACC8                Merge_Request       
26.44      CACC9                -                    Merge_Reject        
26.53      CACC9                CACC8                Merge_Request       
26.54      CACC9                -                    Merge_Reject        
26.63      CACC9                CACC8                Merge_Request       
26.64      CACC9                -                    Merge_Reject        
26.73      CACC9                CACC8                Merge_Request       
26.74      CACC9                -                    Merge_Reject        
26.83      CACC9                CACC8                Merge_Request       
26.84      CACC9                -                    Merge_Reject        
26.93      CACC9                CACC8                Merge_Request       
26.94      CACC9                -                    Merge_Reject        
27.03      CACC9                CACC8                Merge_Request       
27.04      CACC9                -                    Merge_Reject        
27.13      CACC9                CACC8                Merge_Request       
27.14      CACC9                -                    Merge_Reject        
27.23      CACC9                CACC8                Merge_Request       
27.24      CACC9                -                    Merge_Reject        
27.33      CACC9                CACC8                Merge_Request       
27.34      CACC9                -                    Merge_Reject        
27.43      CACC9                CACC8                Merge_Request       
27.44      CACC9                -                    Merge_Reject        
27.53      CACC9                CACC8                Merge_Request       
27.54      CACC9                -                    Merge_Reject        
27.63      CACC9                CACC8                Merge_Request       
27.64      CACC9                -                    Merge_Reject        
27.73      CACC9                CACC8                Merge_Request       
27.74      CACC9                -                    Merge_Reject        
27.83      CACC9                CACC8                Merge_Request       
27.84      CACC9                -                    Merge_Reject        
27.93      CACC9                CACC8                Merge_Request       
27.94      CACC9                -                    Merge_Reject        
28.03      CACC9                CACC8                Merge_Request       
28.04      CACC9                -                    Merge_Reject        
28.13      CACC9                CACC8                Merge_Request       
28.14      CACC9                -                    Merge_Reject        

28.23      CACC10               CACC9                Merge_Request       
28.23      CACC10               -                    Merge_Start         

29.05      CACC8                -                    Merge_End           

29.14      CACC6                CACC1                Merge_Request       
29.15      CACC6                -                    Merge_Start         

31.23      CACC10               -                    Merge_End           

31.33      CACC9                CACC6                Merge_Request       
31.33      CACC9                -                    Merge_Reject        
31.43      CACC9                CACC6                Merge_Request       
31.43      CACC9                -                    Merge_Reject        
31.53      CACC9                CACC6                Merge_Request       
31.53      CACC9                -                    Merge_Reject        
31.63      CACC9                CACC6                Merge_Request       
31.63      CACC9                -                    Merge_Reject        
31.73      CACC9                CACC6                Merge_Request       
31.73      CACC9                -                    Merge_Reject        
31.83      CACC9                CACC6                Merge_Request       
31.83      CACC9                -                    Merge_Reject        
31.93      CACC9                CACC6                Merge_Request       
31.93      CACC9                -                    Merge_Reject        
32.03      CACC9                CACC6                Merge_Request       
32.03      CACC9                -                    Merge_Reject        
32.13      CACC9                CACC6                Merge_Request       
32.13      CACC9                -                    Merge_Reject        
32.23      CACC9                CACC6                Merge_Request       
32.23      CACC9                -                    Merge_Reject        
32.33      CACC9                CACC6                Merge_Request       
32.33      CACC9                -                    Merge_Reject        
32.43      CACC9                CACC6                Merge_Request       
32.43      CACC9                -                    Merge_Reject        
32.53      CACC9                CACC6                Merge_Request       
32.53      CACC9                -                    Merge_Reject        
32.63      CACC9                CACC6                Merge_Request       
32.63      CACC9                -                    Merge_Reject        
32.73      CACC9                CACC6                Merge_Request       
32.73      CACC9                -                    Merge_Reject        
32.83      CACC9                CACC6                Merge_Request       
32.83      CACC9                -                    Merge_Reject        
32.93      CACC9                CACC6                Merge_Request       
32.93      CACC9                -                    Merge_Reject        
33.03      CACC9                CACC6                Merge_Request       
33.03      CACC9                -                    Merge_Reject        
33.13      CACC9                CACC6                Merge_Request       
33.13      CACC9                -                    Merge_Reject        
33.23      CACC9                CACC6                Merge_Request       
33.23      CACC9                -                    Merge_Reject        
33.33      CACC9                CACC6                Merge_Request       
33.33      CACC9                -                    Merge_Reject        
33.43      CACC9                CACC6                Merge_Request       
33.43      CACC9                -                    Merge_Reject        
33.53      CACC9                CACC6                Merge_Request       
33.53      CACC9                -                    Merge_Reject        
33.63      CACC9                CACC6                Merge_Request       
33.63      CACC9                -                    Merge_Reject        
33.73      CACC9                CACC6                Merge_Request       
33.73      CACC9                -                    Merge_Reject        
33.83      CACC9                CACC6                Merge_Request       
33.83      CACC9                -                    Merge_Reject        
33.93      CACC9                CACC6                Merge_Request       
33.93      CACC9                -                    Merge_Reject        
34.03      CACC9                CACC6                Merge_Request       
34.03      CACC9                -                    Merge_Reject        
34.13      CACC9                CACC6                Merge_Request       
34.13      CACC9                -                    Merge_Reject        
34.23      CACC9                CACC6                Merge_Request       
34.23      CACC9                -                    Merge_Reject        
34.33      CACC9                CACC6                Merge_Request       
34.33      CACC9                -                    Merge_Reject        
34.43      CACC9                CACC6                Merge_Request       
34.43      CACC9                -                    Merge_Reject        
34.53      CACC9                CACC6                Merge_Request       
34.53      CACC9                -                    Merge_Reject        
34.63      CACC9                CACC6                Merge_Request       
34.63      CACC9                -                    Merge_Reject        
34.73      CACC9                CACC6                Merge_Request       
34.73      CACC9                -                    Merge_Reject        
34.83      CACC9                CACC6                Merge_Request       
34.83      CACC9                -                    Merge_Reject        
34.93      CACC9                CACC6                Merge_Request       
34.93      CACC9                -                    Merge_Reject        
35.03      CACC9                CACC6                Merge_Request       
35.03      CACC9                -                    Merge_Reject        
35.13      CACC9                CACC6                Merge_Request       
35.13      CACC9                -                    Merge_Reject        
35.23      CACC9                CACC6                Merge_Request       
35.23      CACC9                -                    Merge_Reject        
35.33      CACC9                CACC6                Merge_Request       
35.33      CACC9                -                    Merge_Reject        
35.43      CACC9                CACC6                Merge_Request       
35.43      CACC9                -                    Merge_Reject        
35.53      CACC9                CACC6                Merge_Request       
35.53      CACC9                -                    Merge_Reject        
35.63      CACC9                CACC6                Merge_Request       
35.63      CACC9                -                    Merge_Reject        
35.73      CACC9                CACC6                Merge_Request       
35.73      CACC9                -                    Merge_Reject        
35.83      CACC9                CACC6                Merge_Request       
35.83      CACC9                -                    Merge_Reject        
35.93      CACC9                CACC6                Merge_Request       
35.93      CACC9                -                    Merge_Reject        
36.03      CACC9                CACC6                Merge_Request       
36.03      CACC9                -                    Merge_Reject        
36.13      CACC9                CACC6                Merge_Request       
36.13      CACC9                -                    Merge_Reject        
36.23      CACC9                CACC6                Merge_Request       
36.23      CACC9                -                    Merge_Reject        
36.33      CACC9                CACC6                Merge_Request       
36.33      CACC9                -                    Merge_Reject        
36.43      CACC9                CACC6                Merge_Request       
36.43      CACC9                -                    Merge_Reject        
36.53      CACC9                CACC6                Merge_Request       
36.53      CACC9                -                    Merge_Reject        
36.63      CACC9                CACC6                Merge_Request       
36.63      CACC9                -                    Merge_Reject        
36.73      CACC9                CACC6                Merge_Request       
36.73      CACC9                -                    Merge_Reject        
36.83      CACC9                CACC6                Merge_Request       
36.83      CACC9                -                    Merge_Reject        
36.93      CACC9                CACC6                Merge_Request       
36.93      CACC9                -                    Merge_Reject        
37.03      CACC9                CACC6                Merge_Request       
37.03      CACC9                -                    Merge_Reject        
37.13      CACC9                CACC6                Merge_Request       
37.13      CACC9                -                    Merge_Reject        
37.23      CACC9                CACC6                Merge_Request       
37.23      CACC9                -                    Merge_Reject        
37.33      CACC9                CACC6                Merge_Request       
37.33      CACC9                -                    Merge_Reject        
37.43      CACC9                CACC6                Merge_Request       
37.43      CACC9                -                    Merge_Reject        
37.53      CACC9                CACC6                Merge_Request       
37.53      CACC9                -                    Merge_Reject        
37.63      CACC9                CACC6                Merge_Request       
37.63      CACC9                -                    Merge_Reject        
37.73      CACC9                CACC6                Merge_Request       
37.73      CACC9                -                    Merge_Reject        
37.83      CACC9                CACC6                Merge_Request       
37.83      CACC9                -                    Merge_Reject        
37.93      CACC9                CACC6                Merge_Request       
37.93      CACC9                -                    Merge_Reject        
38.03      CACC9                CACC6                Merge_Request       
38.03      CACC9                -                    Merge_Reject        
38.13      CACC9                CACC6                Merge_Request       
38.13      CACC9                -                    Merge_Reject        
38.23      CACC9                CACC6                Merge_Request       
38.23      CACC9                -                    Merge_Reject        
38.33      CACC9                CACC6                Merge_Request       
38.33      CACC9                -                    Merge_Reject        

38.35      CACC6                -                    Merge_End           

38.43      CACC9                CACC1                Merge_Request       
38.44      CACC9                -                    Merge_Start         
49.84      CACC9                -                    Merge_End           

73.01      CACC5                -                    Split_Start         
75.62      CACC5                -                    Split_End           
118.02     CACC5                CACC1                Merge_Request       
118.02     CACC5                -                    Merge_Start         
127.63     CACC5                -                    Merge_End           
