index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              timeGapSetting      SpaceGap  timeGap   
25         4.10       CACC1           TypeCACC        1to2_0       9.00       7.20       3.00       Undefined           0.55                 -1.00      -1.00      
25         4.10       CACC2           TypeCACC        1to2_0       0.06       0.40       2.00       SpeedControl        0.55                 3.94       9.85       

26         4.20       CACC1           TypeCACC        1to2_0       9.75       7.50       3.00       Undefined           0.55                 -1.00      -1.00      
26         4.20       CACC2           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        0.55                 4.63       7.72       

27         4.30       CACC1           TypeCACC        1to2_0       10.53      7.80       3.00       Undefined           0.55                 -1.00      -1.00      
27         4.30       CACC2           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        0.55                 5.33       6.66       

28         4.40       CACC1           TypeCACC        1to2_0       11.34      8.10       3.00       Undefined           0.55                 -1.00      -1.00      
28         4.40       CACC2           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        0.55                 6.04       6.04       

29         4.50       CACC1           TypeCACC        1to2_0       12.18      8.40       3.00       Undefined           0.55                 -1.00      -1.00      
29         4.50       CACC2           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        0.55                 6.76       5.63       

30         4.60       CACC1           TypeCACC        1to2_0       13.05      8.70       3.00       Undefined           0.55                 -1.00      -1.00      
30         4.60       CACC2           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        0.55                 7.49       5.35       

31         4.70       CACC1           TypeCACC        1to2_0       13.95      9.00       3.00       Undefined           0.55                 -1.00      -1.00      
31         4.70       CACC2           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        0.55                 8.23       5.14       

32         4.80       CACC1           TypeCACC        1to2_0       14.88      9.30       3.00       Undefined           0.55                 -1.00      -1.00      
32         4.80       CACC2           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        0.55                 8.98       4.99       

33         4.90       CACC1           TypeCACC        1to2_0       15.84      9.60       3.00       Undefined           0.55                 -1.00      -1.00      
33         4.90       CACC2           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        0.55                 9.74       4.87       

34         5.00       CACC1           TypeCACC        1to2_0       16.83      9.90       3.00       Undefined           0.55                 -1.00      -1.00      
34         5.00       CACC2           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        0.55                 10.51      4.78       

35         5.10       CACC1           TypeCACC        1to2_0       17.85      10.20      3.00       Undefined           0.55                 -1.00      -1.00      
35         5.10       CACC2           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        0.55                 11.29      4.70       

36         5.20       CACC1           TypeCACC        1to2_0       18.90      10.50      3.00       Undefined           0.55                 -1.00      -1.00      
36         5.20       CACC2           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        0.55                 12.08      4.65       

37         5.30       CACC1           TypeCACC        1to2_0       19.98      10.80      3.00       Undefined           0.55                 -1.00      -1.00      
37         5.30       CACC2           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        0.55                 12.88      4.60       

38         5.40       CACC1           TypeCACC        1to2_0       21.09      11.10      3.00       Undefined           0.55                 -1.00      -1.00      
38         5.40       CACC2           TypeCACC        1to2_0       2.40       3.00       2.00       SpeedControl        0.55                 13.69      4.56       

39         5.50       CACC1           TypeCACC        1to2_0       22.23      11.40      3.00       Undefined           0.55                 -1.00      -1.00      
39         5.50       CACC2           TypeCACC        1to2_0       2.72       3.20       2.00       SpeedControl        0.55                 14.51      4.53       

40         5.60       CACC1           TypeCACC        1to2_0       23.40      11.70      3.00       Undefined           0.55                 -1.00      -1.00      
40         5.60       CACC2           TypeCACC        1to2_0       3.06       3.40       2.00       SpeedControl        0.55                 15.34      4.51       

41         5.70       CACC2           TypeCACC        1to2_0       3.42       3.60       2.00       SpeedControl        0.55                 -1.00      -1.00      
41         5.70       CACC1           TypeCACC@CACC1  1to2_1       24.52      11.20      -5.00      Undefined           0.55                 -1.00      -1.00      

42         5.80       CACC2           TypeCACC        1to2_0       3.81       3.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
42         5.80       CACC1           TypeCACC@CACC1  1to2_1       25.59      10.70      -5.00      Undefined           2.00                 -1.00      -1.00      

43         5.90       CACC2           TypeCACC        1to2_0       4.23       4.20       3.00       SpeedControl        0.55                 -1.00      -1.00      
43         5.90       CACC1           TypeCACC@CACC1  1to2_1       26.61      10.20      -5.00      Undefined           2.00                 -1.00      -1.00      

44         6.00       CACC2           TypeCACC        1to2_0       4.68       4.50       3.00       SpeedControl        0.55                 -1.00      -1.00      
44         6.00       CACC1           TypeCACC@CACC1  1to2_1       27.58      9.70       -5.00      Undefined           2.00                 -1.00      -1.00      

45         6.10       CACC2           TypeCACC        1to2_0       5.16       4.80       3.00       SpeedControl        0.55                 -1.00      -1.00      
45         6.10       CACC1           TypeCACC@CACC1  1to2_1       28.50      9.20       -5.00      Undefined           2.00                 -1.00      -1.00      

46         6.20       CACC2           TypeCACC        1to2_0       5.67       5.10       3.00       SpeedControl        0.55                 -1.00      -1.00      
46         6.20       CACC1           TypeCACC@CACC1  1to2_1       29.37      8.70       -5.00      Undefined           2.00                 -1.00      -1.00      

47         6.30       CACC2           TypeCACC        1to2_0       6.21       5.40       3.00       SpeedControl        0.55                 -1.00      -1.00      
47         6.30       CACC1           TypeCACC@CACC1  1to2_1       30.19      8.20       -5.00      Undefined           2.00                 -1.00      -1.00      

48         6.40       CACC2           TypeCACC        1to2_0       6.78       5.70       3.00       SpeedControl        0.55                 -1.00      -1.00      
48         6.40       CACC1           TypeCACC@CACC1  1to2_1       30.99      8.00       -2.00      Undefined           2.00                 -1.00      -1.00      

49         6.50       CACC2           TypeCACC        1to2_0       7.38       6.00       3.00       SpeedControl        0.55                 -1.00      -1.00      
49         6.50       CACC3           TypeCACC        1to2_0       0.00       0.00       0.00       GapControl          0.55                 2.38       -1.00      
49         6.50       CACC1           TypeCACC@CACC1  1to2_1       31.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

50         6.60       CACC2           TypeCACC        1to2_0       8.01       6.30       3.00       SpeedControl        0.55                 -1.00      -1.00      
50         6.60       CACC3           TypeCACC        1to2_0       0.02       0.20       2.00       GapControl          0.55                 2.99       14.95      
50         6.60       CACC1           TypeCACC@CACC1  1to2_1       32.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

51         6.70       CACC2           TypeCACC        1to2_0       8.67       6.60       3.00       SpeedControl        0.55                 -1.00      -1.00      
51         6.70       CACC3           TypeCACC        1to2_0       0.06       0.40       2.00       GapControl          0.55                 3.61       9.02       
51         6.70       CACC1           TypeCACC@CACC1  1to2_1       33.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

52         6.80       CACC2           TypeCACC        1to2_0       9.36       6.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
52         6.80       CACC3           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        0.55                 4.24       7.07       
52         6.80       CACC1           TypeCACC@CACC1  1to2_1       34.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

53         6.90       CACC2           TypeCACC        1to2_0       10.08      7.20       3.00       SpeedControl        0.55                 -1.00      -1.00      
53         6.90       CACC3           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        0.55                 4.88       6.10       
53         6.90       CACC1           TypeCACC@CACC1  1to2_1       34.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

54         7.00       CACC2           TypeCACC        1to2_0       10.83      7.50       3.00       SpeedControl        0.55                 -1.00      -1.00      
54         7.00       CACC3           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        0.55                 5.53       5.53       
54         7.00       CACC1           TypeCACC@CACC1  1to2_1       35.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

55         7.10       CACC2           TypeCACC        1to2_0       11.61      7.80       3.00       SpeedControl        0.55                 -1.00      -1.00      
55         7.10       CACC3           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        0.55                 6.19       5.16       
55         7.10       CACC1           TypeCACC@CACC1  1to2_1       36.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

56         7.20       CACC2           TypeCACC        1to2_0       12.42      8.10       3.00       SpeedControl        0.55                 -1.00      -1.00      
56         7.20       CACC3           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        0.55                 6.86       4.90       
56         7.20       CACC1           TypeCACC@CACC1  1to2_1       37.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

57         7.30       CACC2           TypeCACC        1to2_0       13.26      8.40       3.00       SpeedControl        0.55                 -1.00      -1.00      
57         7.30       CACC3           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        0.55                 7.54       4.71       
57         7.30       CACC1           TypeCACC@CACC1  1to2_1       38.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

58         7.40       CACC2           TypeCACC        1to2_0       14.13      8.70       3.00       SpeedControl        0.55                 -1.00      -1.00      
58         7.40       CACC3           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        0.55                 8.23       4.57       
58         7.40       CACC1           TypeCACC@CACC1  1to2_1       38.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

59         7.50       CACC2           TypeCACC        1to2_0       15.03      9.00       3.00       SpeedControl        0.55                 -1.00      -1.00      
59         7.50       CACC3           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        0.55                 8.93       4.47       
59         7.50       CACC1           TypeCACC@CACC1  1to2_1       39.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

60         7.60       CACC2           TypeCACC        1to2_0       15.96      9.30       3.00       SpeedControl        0.55                 -1.00      -1.00      
60         7.60       CACC3           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        0.55                 9.64       4.38       
60         7.60       CACC1           TypeCACC@CACC1  1to2_1       40.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

61         7.70       CACC2           TypeCACC        1to2_0       16.92      9.60       3.00       SpeedControl        0.55                 -1.00      -1.00      
61         7.70       CACC3           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        0.55                 10.36      4.32       
61         7.70       CACC1           TypeCACC@CACC1  1to2_1       41.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

62         7.80       CACC2           TypeCACC        1to2_0       17.91      9.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
62         7.80       CACC3           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        0.55                 11.09      4.27       
62         7.80       CACC1           TypeCACC@CACC1  1to2_1       42.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      

63         7.90       CACC3           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        0.55                 -1.00      -1.00      
63         7.90       CACC1           TypeCACC@CACC1  1to2_1       42.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
63         7.90       CACC2           TypeCACC@CACC2  1to2_1       18.85      9.40       -5.00      SpeedControl        0.55                 19.14      2.04       

64         8.00       CACC3           TypeCACC        1to2_0       2.41       3.10       3.00       SpeedControl        0.55                 -1.00      -1.00      
64         8.00       CACC1           TypeCACC@CACC1  1to2_1       43.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
64         8.00       CACC2           TypeCACC@CACC2  1to2_1       19.74      8.90       -5.00      GapControl          2.00                 19.05      2.14       

65         8.10       CACC3           TypeCACC        1to2_0       2.75       3.40       3.00       SpeedControl        0.55                 -1.00      -1.00      
65         8.10       CACC1           TypeCACC@CACC1  1to2_1       44.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
65         8.10       CACC2           TypeCACC@CACC2  1to2_1       20.61      8.74       -1.64      SpeedControl        0.55                 18.98      2.17       

66         8.20       CACC3           TypeCACC        1to2_0       3.12       3.70       3.00       SpeedControl        0.55                 -1.00      -1.00      
66         8.20       CACC1           TypeCACC@CACC1  1to2_1       45.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
66         8.20       CACC2           TypeCACC@CACC2  1to2_1       21.50      8.83       0.90       SpeedControl        0.55                 18.89      2.14       

67         8.30       CACC3           TypeCACC        1to2_0       3.52       4.00       3.00       SpeedControl        0.55                 -1.00      -1.00      
67         8.30       CACC1           TypeCACC@CACC1  1to2_1       46.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
67         8.30       CACC2           TypeCACC@CACC2  1to2_1       22.40      9.03       2.00       SpeedControl        0.55                 18.79      2.08       

68         8.40       CACC3           TypeCACC        1to2_0       3.95       4.30       3.00       SpeedControl        0.55                 -1.00      -1.00      
68         8.40       CACC1           TypeCACC@CACC1  1to2_1       46.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
68         8.40       CACC2           TypeCACC@CACC2  1to2_1       23.32      9.23       2.00       SpeedControl        0.55                 18.67      2.02       

69         8.50       CACC3           TypeCACC        1to2_0       4.41       4.60       3.00       SpeedControl        0.55                 -1.00      -1.00      
69         8.50       CACC1           TypeCACC@CACC1  1to2_1       47.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
69         8.50       CACC2           TypeCACC@CACC2  1to2_1       24.26      9.43       2.00       SpeedControl        0.55                 18.53      1.97       

70         8.60       CACC3           TypeCACC        1to2_0       4.90       4.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
70         8.60       CACC1           TypeCACC@CACC1  1to2_1       48.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
70         8.60       CACC2           TypeCACC@CACC2  1to2_1       25.23      9.63       2.00       SpeedControl        0.55                 18.36      1.91       

71         8.70       CACC3           TypeCACC        1to2_0       5.42       5.20       3.00       SpeedControl        0.55                 -1.00      -1.00      
71         8.70       CACC1           TypeCACC@CACC1  1to2_1       49.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
71         8.70       CACC2           TypeCACC@CACC2  1to2_1       26.21      9.83       2.00       SpeedControl        0.55                 18.18      1.85       

72         8.80       CACC3           TypeCACC        1to2_0       5.97       5.50       3.00       SpeedControl        0.55                 -1.00      -1.00      
72         8.80       CACC1           TypeCACC@CACC1  1to2_1       50.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
72         8.80       CACC2           TypeCACC@CACC2  1to2_1       27.21      10.03      2.00       SpeedControl        0.55                 17.98      1.79       

73         8.90       CACC3           TypeCACC        1to2_0       6.55       5.80       3.00       SpeedControl        0.55                 -1.00      -1.00      
73         8.90       CACC1           TypeCACC@CACC1  1to2_1       50.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
73         8.90       CACC2           TypeCACC@CACC2  1to2_1       28.23      10.23      2.00       SpeedControl        0.55                 17.76      1.74       

74         9.00       CACC3           TypeCACC        1to2_0       7.16       6.10       3.00       SpeedControl        0.55                 -1.00      -1.00      
74         9.00       CACC4           TypeCACC        1to2_0       0.00       0.00       0.00       GapControl          0.55                 2.16       -1.00      
74         9.00       CACC1           TypeCACC@CACC1  1to2_1       51.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
74         9.00       CACC2           TypeCACC@CACC2  1to2_1       29.28      10.43      2.00       SpeedControl        0.55                 17.51      1.68       

75         9.10       CACC3           TypeCACC        1to2_0       7.80       6.40       3.00       SpeedControl        0.55                 -1.00      -1.00      
75         9.10       CACC4           TypeCACC        1to2_0       0.02       0.20       2.00       GapControl          0.55                 2.78       13.90      
75         9.10       CACC1           TypeCACC@CACC1  1to2_1       52.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
75         9.10       CACC2           TypeCACC@CACC2  1to2_1       30.34      10.63      2.00       SpeedControl        0.55                 17.25      1.62       

76         9.20       CACC3           TypeCACC        1to2_0       8.47       6.70       3.00       SpeedControl        0.55                 -1.00      -1.00      
76         9.20       CACC4           TypeCACC        1to2_0       0.06       0.40       2.00       GapControl          0.55                 3.41       8.53       
76         9.20       CACC1           TypeCACC@CACC1  1to2_1       53.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
76         9.20       CACC2           TypeCACC@CACC2  1to2_1       31.42      10.83      2.00       SpeedControl        0.55                 16.97      1.57       

77         9.30       CACC3           TypeCACC        1to2_0       9.17       7.00       3.00       SpeedControl        0.55                 -1.00      -1.00      
77         9.30       CACC4           TypeCACC        1to2_0       0.12       0.60       2.00       SpeedControl        0.55                 4.05       6.75       
77         9.30       CACC1           TypeCACC@CACC1  1to2_1       54.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
77         9.30       CACC2           TypeCACC@CACC2  1to2_1       32.52      11.03      2.00       SpeedControl        0.55                 16.67      1.51       

78         9.40       CACC3           TypeCACC        1to2_0       9.90       7.30       3.00       SpeedControl        0.55                 -1.00      -1.00      
78         9.40       CACC4           TypeCACC        1to2_0       0.20       0.80       2.00       SpeedControl        0.55                 4.70       5.88       
78         9.40       CACC1           TypeCACC@CACC1  1to2_1       54.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
78         9.40       CACC2           TypeCACC@CACC2  1to2_1       33.65      11.23      2.00       SpeedControl        0.55                 16.34      1.46       

79         9.50       CACC3           TypeCACC        1to2_0       10.66      7.60       3.00       SpeedControl        0.55                 -1.00      -1.00      
79         9.50       CACC4           TypeCACC        1to2_0       0.30       1.00       2.00       SpeedControl        0.55                 5.36       5.36       
79         9.50       CACC1           TypeCACC@CACC1  1to2_1       55.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
79         9.50       CACC2           TypeCACC@CACC2  1to2_1       34.79      11.43      2.00       SpeedControl        0.55                 16.00      1.40       

80         9.60       CACC3           TypeCACC        1to2_0       11.45      7.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
80         9.60       CACC4           TypeCACC        1to2_0       0.42       1.20       2.00       SpeedControl        0.55                 6.03       5.03       
80         9.60       CACC1           TypeCACC@CACC1  1to2_1       56.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
80         9.60       CACC2           TypeCACC@CACC2  1to2_1       35.95      11.63      2.00       SpeedControl        0.55                 15.64      1.35       

81         9.70       CACC3           TypeCACC        1to2_0       12.27      8.20       3.00       SpeedControl        0.55                 -1.00      -1.00      
81         9.70       CACC4           TypeCACC        1to2_0       0.56       1.40       2.00       SpeedControl        0.55                 6.71       4.79       
81         9.70       CACC1           TypeCACC@CACC1  1to2_1       57.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
81         9.70       CACC2           TypeCACC@CACC2  1to2_1       37.13      11.83      2.00       SpeedControl        0.55                 15.26      1.29       

82         9.80       CACC3           TypeCACC        1to2_0       13.12      8.50       3.00       SpeedControl        0.55                 -1.00      -1.00      
82         9.80       CACC4           TypeCACC        1to2_0       0.72       1.60       2.00       SpeedControl        0.55                 7.40       4.63       
82         9.80       CACC1           TypeCACC@CACC1  1to2_1       58.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
82         9.80       CACC2           TypeCACC@CACC2  1to2_1       38.34      12.03      2.00       SpeedControl        0.55                 14.85      1.24       

83         9.90       CACC3           TypeCACC        1to2_0       14.00      8.80       3.00       SpeedControl        0.55                 -1.00      -1.00      
83         9.90       CACC4           TypeCACC        1to2_0       0.90       1.80       2.00       SpeedControl        0.55                 8.10       4.50       
83         9.90       CACC1           TypeCACC@CACC1  1to2_1       58.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
83         9.90       CACC2           TypeCACC@CACC2  1to2_1       39.56      12.23      2.00       SpeedControl        0.55                 14.43      1.18       

84         10.00      CACC3           TypeCACC        1to2_0       14.91      9.10       3.00       SpeedControl        0.55                 -1.00      -1.00      
84         10.00      CACC4           TypeCACC        1to2_0       1.10       2.00       2.00       SpeedControl        0.55                 8.81       4.41       
84         10.00      CACC1           TypeCACC@CACC1  1to2_1       59.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
84         10.00      CACC2           TypeCACC@CACC2  1to2_1       40.80      12.43      2.00       SpeedControl        0.55                 13.99      1.13       

85         10.10      CACC3           TypeCACC        1to2_0       15.85      9.40       3.00       SpeedControl        0.55                 -1.00      -1.00      
85         10.10      CACC4           TypeCACC        1to2_0       1.32       2.20       2.00       SpeedControl        0.55                 9.53       4.33       
85         10.10      CACC1           TypeCACC@CACC1  1to2_1       60.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
85         10.10      CACC2           TypeCACC@CACC2  1to2_1       42.06      12.63      2.00       SpeedControl        0.55                 13.53      1.07       

86         10.20      CACC3           TypeCACC        1to2_0       16.82      9.70       3.00       SpeedControl        0.55                 -1.00      -1.00      
86         10.20      CACC4           TypeCACC        1to2_0       1.56       2.40       2.00       SpeedControl        0.55                 10.26      4.28       
86         10.20      CACC1           TypeCACC@CACC1  1to2_1       61.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
86         10.20      CACC2           TypeCACC@CACC2  1to2_1       43.35      12.83      2.00       SpeedControl        0.55                 13.04      1.02       

87         10.30      CACC3           TypeCACC        1to2_0       17.82      10.00      3.00       SpeedControl        0.55                 -1.00      -1.00      
87         10.30      CACC4           TypeCACC        1to2_0       1.82       2.60       2.00       SpeedControl        0.55                 11.00      4.23       
87         10.30      CACC1           TypeCACC@CACC1  1to2_1       62.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
87         10.30      CACC2           TypeCACC@CACC2  1to2_1       44.58      12.33      -5.00      EmergencyBrake      0.55                 12.61      1.02       

88         10.40      CACC3           TypeCACC        1to2_0       18.85      10.30      3.00       SpeedControl        0.55                 -1.00      -1.00      
88         10.40      CACC4           TypeCACC        1to2_0       2.10       2.80       2.00       SpeedControl        0.55                 11.75      4.20       
88         10.40      CACC1           TypeCACC@CACC1  1to2_1       62.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
88         10.40      CACC2           TypeCACC@CACC2  1to2_1       45.79      12.13      -1.98      SpeedControl        0.55                 12.20      1.01       

89         10.50      CACC4           TypeCACC        1to2_0       2.40       3.00       2.00       SpeedControl        0.55                 -1.00      -1.00      
89         10.50      CACC1           TypeCACC@CACC1  1to2_1       63.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
89         10.50      CACC2           TypeCACC@CACC2  1to2_1       47.01      12.16      0.30       SpeedControl        0.55                 11.78      0.97       
89         10.50      CACC3           TypeCACC@CACC3  1to2_1       19.83      9.80       -5.00      SpeedControl        0.55                 22.18      2.26       

90         10.60      CACC4           TypeCACC        1to2_0       2.73       3.30       3.00       SpeedControl        0.55                 -1.00      -1.00      
90         10.60      CACC1           TypeCACC@CACC1  1to2_1       64.59      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
90         10.60      CACC2           TypeCACC@CACC2  1to2_1       48.24      12.36      2.00       SpeedControl        0.55                 11.35      0.92       
90         10.60      CACC3           TypeCACC@CACC3  1to2_1       20.76      9.30       -5.00      GapControl          2.00                 22.48      2.42       

91         10.70      CACC4           TypeCACC        1to2_0       3.09       3.60       3.00       SpeedControl        0.55                 -1.00      -1.00      
91         10.70      CACC1           TypeCACC@CACC1  1to2_1       65.39      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
91         10.70      CACC2           TypeCACC@CACC2  1to2_1       49.43      11.86      -5.00      EmergencyBrake      0.55                 10.96      0.92       
91         10.70      CACC3           TypeCACC@CACC3  1to2_1       21.64      8.80       -5.00      SpeedControl        2.00                 22.79      2.59       

92         10.80      CACC4           TypeCACC        1to2_0       3.48       3.90       3.00       SpeedControl        0.55                 -1.00      -1.00      
92         10.80      CACC1           TypeCACC@CACC1  1to2_1       66.19      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
92         10.80      CACC2           TypeCACC@CACC2  1to2_1       50.59      11.64      -2.22      GapControl          0.55                 10.60      0.91       
92         10.80      CACC3           TypeCACC@CACC3  1to2_1       22.47      8.30       -5.00      SpeedControl        2.00                 23.12      2.79       

93         10.90      CACC4           TypeCACC        1to2_0       3.90       4.20       3.00       SpeedControl        0.55                 -1.00      -1.00      
93         10.90      CACC1           TypeCACC@CACC1  1to2_1       66.99      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
93         10.90      CACC2           TypeCACC@CACC2  1to2_1       51.75      11.60      -0.32      GapControl          0.55                 10.24      0.88       
93         10.90      CACC3           TypeCACC@CACC3  1to2_1       23.27      8.00       -3.00      SpeedControl        2.00                 23.48      2.94       

94         11.00      CACC4           TypeCACC        1to2_0       4.35       4.50       3.00       SpeedControl        0.55                 -1.00      -1.00      
94         11.00      CACC1           TypeCACC@CACC1  1to2_1       67.79      8.00       0.00       Undefined           2.00                 -1.00      -1.00      
94         11.00      CACC2           TypeCACC@CACC2  1to2_1       52.92      11.68      0.76       GapControl          0.55                 9.87       0.84       
